vin,sellingprice
1n4bl3ap2dn455542,17953.606770833332
5npdh4ae1dh421472,11670.796957671955
1c4rdjdgxec522309,37679.45250496032
1g11h5sa3df262736,15175.457589285717
wddgf56x18f021209,12546.322544642857
1ftpw14v16kc57335,11710.89657738095
jn1cv6apxdm712482,22085.676344595107
5npdh4ae9dh319224,12547.79043510347
kmhdh4ae3eu166424,12551.773265796703
5npeb4ac5dh572531,10528.671875
3fa6p0k92dr168753,18356.334719967534
5yjsa1cg6dfp17322,65741.42299107145
2fmgk5cc0cbd10126,19285.260416666668
3gcukreh4eg366285,28226.96291109801
1c3cdzab6en168682,11165.70808531746
5j6re4h73al056574,12166.393229166668
1n4al2ap1cc155359,11365.913318452382
3fahp0haxcr365582,11143.956473214288
5xxgn4a7xcg058218,15596.822916666664
2c4rdgdg2dr503049,11302.503720238095
1j4nt1ga8bd192324,6228.632192460317
3c4pdccg1et245400,20400.892857142855
2cndl23f856082140,4563.69801456767
jtjbt20x970146896,4537.797619047618
1n4aa5apxbc863406,17513.16964285714
jn1cv6el3cm470303,21292.020089285714
wdbtk56f28f236737,17473.878348214283
1zvbp8cf3d5284667,25758.38169642857
wba3a9c56cf077640,25017.80133928571
1fadp3k29el103488,13500.920838082575
1fm5k7b87ega11552,19748.61421130952
2hkrl18621h528303,1730.3317212301592
1n4aa5ap4dc805732,14364.225313956305
5n1aa08b74n701873,4537.942708333332
jn8az18w89w100547,5097.449776785715
1g1je5sh7e4152985,15321.170634920636
4t4bf3ek2br128823,11123.028273809525
1gchk33265f910798,6861.389508928571
2c4rdgbg8dr723685,12188.776943207617
2b3ka43g48h234365,9620.107576884922
1g1pc5sb7d7200039,11520.506779100528
wdbng70j3ya065853,6493.761160714285
19xfb2f50de263749,14844.667038690477
5n1an08u65c621600,5233.673735119048
1n4aa5ap9dc831856,14817.965203373018
jthck262495032217,16171.166294642855
1d4hd48n85f514961,1335.0
1c3ccbcb4cn155191,10021.781063988095
1ftrx12wx8fc12701,6742.706473214286
jn1ca31d7yt544778,1060.4754464285716
3fa6p0h9xdr155207,14497.615011282294
5tfcy5f18dx015524,22708.532118055555
1fm5k7f8xega09465,25610.528206474897
wbaev33443kr25782,3703.785342261905
yv1rh59h642392606,3795.208333333334
2t1burhe9ec180254,13550.888629599567
1c6rr7mt9es422121,32204.0587797619
1gnds13s962162356,4591.484375000002
1d4hb48236f101049,4663.085937499999
5n1al0mm3dc335438,29384.224330357138
19uua8f24da008917,15282.10251116071
1zvbp8cf6c5250530,20905.04402281746
2g1wf5ekxb1153842,7802.637435002738
1g1za5e02af167042,3747.1856398809523
ys3df78kx37006925,3556.6834077380954
3gtp2we36bg144911,16434.228980654763
jn1cv6ap5dm712941,20426.916842458435
jtmzf4dv1b5041293,14768.136160714286
1ftfw1e69bfa48155,20759.177827380954
jtdkn3du9d0351309,13233.634672619044
5npeb4ac4bh267194,8395.848400297618
1fm5k8d86dgc19259,28672.167079189327
1n4al3ap6en348555,14060.925099206346
jthbe1bl7d5011334,33033.046875
4a3aa46g73e191627,2317.780257936508
2fmdk3jc5bbb49846,20826.494452845793
1g6dm57t670112172,5315.0297619047615
wbawb73569p044607,16156.147693452383
3fahp0ha0cr391138,8360.31063988095
wbafu7c50bc875382,25326.803013392866
5xyzt3lb1eg148625,18468.3628923046
1g6kd54yx4u114650,787.5888206845239
4t1bf18b3wu263132,1709.0718005952378
1hgcp2f72ca059740,14602.831101190477
1n4al2ap7cn519112,11538.90858723818
2cndl63f766003811,5682.298177083334
2c3cdybt9eh148677,22618.562127976187
1n4al24e48c252024,6446.46966314935
3fa6p0h71dr346738,11398.650930059524
1hgej824xtl088383,703.422619047619
3vwsf71k76m737652,2927.607886904761
1g1ak15f077355374,4374.036458333333
1fmru17l33la46101,5754.029017857142
jn1cv6ap7dm711645,20509.86645054513
4s3bmca6xc3017165,14744.428323412698
1fmcu0f76dub72226,10979.89025297619
1n4al3ap1en249626,15093.667252886005
wbswd93598py39294,28029.646577380954
1fahp3k29cl387106,8439.828844246033
1fahp3en1bw119170,6734.747023809524
jtmbd31v986083350,10177.95510912698
2fmdk3jc7abb46509,12966.216517857143
2gnalbek0d6206926,12729.304315476189
5tdbk3eh5cs143028,22509.136491402114
sajea53c82wc35367,1855.8802083333333
4a4ap3au9de009347,13705.249255952382
jn8as5mv3cw379373,15560.17299107143
wbxpa93424wa63737,4241.406250000001
1gkfc13077r421114,12784.120163690479
3c6jr6at1dg565534,18295.941220238095
2g1wg5e33d1222590,8875.372120684013
1gc1kxc88ef164125,34792.697172619046
wbafr1c53bc260209,23001.80245535714
1fbss3bl0eda10964,23712.486893236248
1fafp34n75w151117,3748.824404761904
1d7ce3gk7as103886,12032.769717261905
knagm4ad5c5012368,13941.58482142857
1b3cb4ha6ad660938,6520.611979166666
jh4cu2f4xcc003111,15460.85193452381
2a8gp54l66r715884,5405.650196158008
1gnskce04cr260082,36464.18712797619
jtlze4fexcj012596,11190.042059358466
1fadp3f28dl157423,11489.26755077031
3czre4h5xbg705574,15359.036458333332
2b3ka33v69h628864,8444.21130952381
jm1cr293770142187,6215.939360119045
1n4al3ap3ec264088,16149.944661458336
1nxbu4ee1az170902,8689.556051587298
1yvhp80c585m04234,5793.776041666666
2c4rdgcg1er390715,17534.76267981151
1gcncpex4dz114936,16072.723214285712
jthbn30f530112716,7119.002976190479
4s4brbcc8e3316246,22620.566582207204
1c3cccfb5fn592798,14182.46155753968
jn1dv6ar1bm450838,16089.622395833332
kmhct4ae3du538112,9979.91900181745
1hgcp3f89ba012752,9039.732142857145
wmwzg3c52dty39273,15594.512648809525
wdbuf22x58b277778,9491.497395833334
2b3ka43g58h334331,7898.843625992063
3fahp0jg0cr356503,10159.88720238095
1gyee437080193036,13357.883184523807
kndmb233976140438,5680.566406249999
jn1cv6ar0bm412996,20154.448164682537
5fnyf3h57db011989,26573.000332923446
19xfb2f56ce068432,11085.315096164964
1b3hb48b68d523605,3952.738095238096
2a8gf48x38r668388,2772.1875000000005
1n4al3ap1dn513605,11993.582344572204
2lmdj8jk6cbl13148,25582.403273809527
jn8az18w09w107881,10879.19642857143
2a8hr54p88r786508,5702.180989583333
1c3lc46j58n237159,6026.276041666668
1g8az58f87z153855,3248.6235119047624
2c3la63h26h282746,5180.282738095238
knaft4a26d5722443,9643.218005952382
yv4952dl9d2443389,17391.134672619046
3gcukrec4eg184493,25880.74067091645
wba3v5c52fp752377,49191.503906250015
2c4rdgcg9dr738422,11319.314673727351
3vwrg71k56m753232,3995.9356398809523
wdcyc7bf1ax181973,67157.30096726191
4a32b2ff8ce020558,8734.88087785473
1b7gl2an2ys607755,1160.6915350274726
jtjgw31u572001625,12404.148065476193
3fadp4bj2cm132064,7713.431919642857
5tdza22c04s027113,5891.770833333333
wddgf4hb2ca677372,21730.494171626986
waulfafr5ca003690,24454.69556051587
5n1aa0nc7en608947,37392.83482142858
1ftfw1et5dfc32565,32972.62090773809
1hgcm665x3a060438,3372.034970238096
2b3ka43gx8h270349,6626.607572115384
1gnkvfed0cj186928,16905.582527281746
kmhec4a43da070562,12435.01674107143
3gcpkte71dg314466,32325.381324404763
1fmcu9dg2ckc73796,16358.10763888889
jf1sg65653h742443,3951.393229166667
1fmcu0h95duc59338,18270.401785714286
1ftrw07w51ka22873,2569.8549107142853
knafk4a68f5312865,13394.34816919192
jteew41a282001259,7907.010168650792
1ftpw14v78ke40113,14159.16277732684
2fmdk3kcxeba75102,24632.55050556645
ja4jt3aw8du021123,14862.545882936512
1g6dp577760137106,5237.379650297618
1n4aa5ap5cc848765,15546.060267857143
2g2wc55c871119953,1847.9858010912699
jthbk1eg1b2435839,17906.458333333336
wdcgg8jb8dg041282,23499.507942708336
4t1bd1fk2cu016169,17213.532986111113
jn8as5mtxaw503327,11153.602430555555
1gcrkse36bz434695,18530.744047619046
jthbf5c24d5189387,25086.835937499996
4t1be32k13u129044,2997.040550595238
1hgcp2f3xca163907,13679.249441964286
1n4aa5ap2bc803071,16145.660342261906
2gkalmek9d6184806,17614.851190476187
2c4rc1bg5er395837,18326.935763888887
2c4rdgbg7er345957,20037.149677579364
1ftzr45e47pa22352,7891.4453125
1gcktcd95a8123323,8927.077245670996
1fahp24wx8g171856,4854.1437251984125
1fmcu0g92dud92978,12093.807043650795
jm1bl1h54a1242243,7475.77380952381
2hjyk16568h504125,15978.515625000004
1g1pe5sb8e7127775,12607.139528508775
1c3ccbhg6cn233751,10296.51599702381
1d4gp25rx5b310068,2967.1297515658835
jthck262685020679,15398.37146577381
2fmda5147sba89298,717.4578373015873
km8sc73dx3u353345,1776.5429687499998
1g1yy26u765105141,28635.223214285714
wmwzc5c55cwl63010,19826.475074404763
jtmzfrev9dd008790,16459.115203373018
1ftfw1et1dfb48646,25199.141957305965
5npeb4ac7ch449196,12349.117439215515
1fm5k8d88dga41726,20963.467633928572
1n4al3ap9dn557335,11449.66517857143
jf1gr7e67eg203370,24173.147321428576
4jgbf7be0ca778155,35126.158854166664
4jgbf7be8aa614276,32569.575892857152
1fm5k8d80dgb57440,28201.475419035945
5fnrl38767b138753,8554.813988095239
5uxwx5c55cl723368,29930.73753720238
1fmjk1j54eef15197,30602.75948660714
jn8bs1mw8cm180045,27772.95572916667
1ft7w2b66bea41247,22261.616443452378
1g11a5sa9df317405,12397.486359126984
4t1bk1eb3du041591,18910.651041666664
1fadp3f24dl139484,10539.021949404761
1gyfk63817r156699,15391.58234126984
3fa6p0h92dr238243,11503.046875
1c3cdzab9dn530017,9274.89943248464
wbaxh5c5xdd106902,29358.858816964294
1fmcu9d73ckc58501,14865.783110119044
19xfb2f83ce320373,12025.235114859732
wvwek93c86e038680,3687.5204613095243
1g1yy238xm5116736,3963.519345238095
5xxgm4a71eg297999,13896.486235119046
2g4gv5gv1c9147643,17308.89136904762
1g1zg57b68f167701,8249.330357142859
1fmzu73k54ua75112,2157.0517113095234
wmwsu3c5xct185437,14097.291666666668
2b3lk53h48h160185,11351.165674603177
kndup131156661631,2561.205357142857
wbalm7c57ce384901,36115.707465277774
5xykt3a65eg546346,17579.140624999996
jm1bl1sf8a1280396,7612.637648809525
3gcec13c39g259230,19661.611793154756
2d4gp44r43r303497,1477.9296875000002
4a32b2ff3ce019740,8202.261185515874
1fafp40404f118848,3862.957589285714
wdbrf64j44f509487,3713.2514880952376
jthbw1gg4e2070630,32315.726996527774
1fmcu02z88ka81175,5431.7801339285725
1g4hp52k83u133446,1026.1779203869048
2c4gp54l25r129267,5327.591145833333
3c3cffar9dt654844,4815.416666666666
1gcrkse32bz309550,18434.914806547615
knafx4a60f5328270,12581.513130966252
1n4aa5apxcc850981,17394.611235119046
3c4pdcab7dt536733,11829.778348214286
1gcwgffa0e1177433,18087.25818452381
jthbk1eg4c2506453,22914.6384208026
wmeej3ba0dk617923,6477.66121031746
5xxgn4a74dg197634,13118.247395833334
5xxgm4a72eg347938,15452.946369987314
kndpbcac4e7549427,16254.475446428572
jn1cv6ar5cm670514,19050.754024621216
2c4rc1bg0er324447,17898.661559794375
wvwek93c86p186364,4876.128472222223
4b3ag52h84e153606,917.8636532738096
1c3cdzab5dn630115,11567.780483405484
knafu4a26d5721614,8855.496651785716
wbahn835x6dt28521,8081.860119047618
1j4rr4gg6bc640880,22416.32178660061
knafx4a69e5219935,12474.24084374035
4t1bf1fk7cu557342,13731.140252976189
kmhfh4jg1ea342642,25346.909412202385
4jgbf7be4aa547157,32481.688988095237
2hgfg12648h546094,5917.987351190475
5fryd4h80eb001116,36417.71763392858
jthbk1gg6d2028194,24041.293675595236
2c8gm684x4r628848,2402.506389433314
5n1bv28u77n117659,4842.239583333334
3fadp4ej1dm207480,9130.790550595239
2d4rn5d17ar121479,7524.594494047619
4s4brbcc6e3290584,22772.674728826703
1fmcu0c72cka78889,10998.975074404763
1j4pn2gk2bw560020,10262.689732142855
1hgcs2b8xca007429,16247.782738095239
1fmcu0c75ckb32878,8592.708333333332
2fmdk3kc9dba30828,25068.876549571585
1fahp37n09w201270,6212.818080357142
1ftfw1ev1afa81088,17152.109375
3fadp4bj4bm234237,6864.791666666666
2c4rdgbg0er384678,21193.18452380952
4t1bf32k45u602709,6763.524925595239
1d4pu5gk4bw546438,13566.981026785716
1a8hw58t39f710803,12203.253348214284
3vwva7at3cm605861,13514.871651785714
5gakvaed1bj100036,17601.471354166664
jt8bh28f0x0164914,3266.884300595239
1c4gp45r55b249382,3935.204613095238
3n1bc13e49l391007,5594.497767857143
3tmju4gn8bm116158,23302.84691220238
1j4gl48kx4w220794,5801.082589285715
1gnfc13037r337696,13727.46527777778
1ftrw07663ka55304,4516.737351190476
1g2zh158864181438,5365.372023809524
1gtskwe38az105861,16310.1171875
wbanf73527cu22412,9590.09486607143
1ftfw1ev4afa19829,17485.656622023813
2a8gf68x77r363065,2401.322544642857
1c6rr7pt0ds605062,33998.64583333333
1fmcu0d76ckc12530,16246.78385416667
1n4al3ap9en349828,14181.725646698069
4t1bf1fk5du244842,12721.990327380952
2t1br12e61c412783,1944.4512648809523
1gnkrfed2ej222660,17878.671874999996
1hgcg2249wa012432,915.4396081349207
wddhf5kb6da691585,30075.704427083343
3d7jb1etxbg611391,16817.39036571068
2gcek13v961208923,11699.02405753968
1fafp55u61g258780,850.3030303030304
5npec4acxdh510474,15860.826963834777
3gnca23b19s643375,5797.17261904762
1g1yy32g915128399,10984.332217261905
2t2ga31u74c013625,8984.005456349205
3n1ab61e89l672094,6047.420014880952
1c3cdzabxen161279,12658.803716039705
wausfafl4ca111791,26036.20070684524
1c6rr7gt9es333922,25026.819816468254
5fnyf4h27eb018132,22179.816468253965
1c4rdjdg1ec557708,34681.98288690476
1n4al3ap0ec144930,12811.523065476187
4t1be32k42u540131,2434.400111607142
5n1al0mn8ec510910,39765.849144345244
ys3dd55n5x2050729,1478.7493799603176
5fnrl5h47db044782,22152.503720238095
2g1wb5e34e1131912,13709.68729383296
3c3cffar4dt628670,6115.379464285715
kl1td5dexab093630,4378.035714285714
3gcec13c68g278725,12854.698660714284
wbaph7g50bnn03905,15839.261160714283
kmhcu4ae7du322003,9382.088913690479
4b3ag52h62e050018,769.8084077380953
19uua8f23aa024506,15645.271577380952
wddgf4hb5cr200081,21330.013809974746
1gtr2we31bz192325,12400.572916666668
wvgav3ax9dw578440,13973.82068452381
1g2zh57n284152210,4854.969618055555
jn8as5mv8ew203003,14471.564360119048
1g4gc5e32df201564,13604.475446428574
1lnhm82w05y656761,5596.850818452381
wddgf8ab5dr256296,25072.537202380947
1g6dp5ed6b0120350,21020.591083829364
5tbet341x4s460747,5295.130208333333
1c4rjfdj6ec118828,40687.235863095244
1c4pjlak5cw213086,12758.989955357143
1g1zb5e14bf164280,10550.904637896823
yv1952as0c1151854,11984.622333829366
jtezu5jr6a5005967,24392.49813988095
jtedp21a860104725,10994.35081845238
ja32u8fw1eu005522,12497.300347222223
wvgbg77l85d004385,4200.47619047619
1n4az0cp9ec330394,19425.292968749996
5n1aa0nc0dn608416,20950.03619791667
1ftfw1ef4bfa06069,30757.514204545452
5fnrl5h9xbb036555,22427.271205357145
4jgbb86e18a304573,14737.16331845238
2c4rdgcgxer391846,17431.397378496145
2b3ka43r18h117196,5288.188244047618
wdbsk75f64f063114,17047.291666666664
5fnyf38409b024176,15972.005208333334
1g11c5sa8df272984,12104.247196193017
1fadp3e26dl199980,10130.807291666666
1c6rr6ft4es101532,21363.973214285717
wbafr7c52cc810570,33678.19196428571
5npeb4ac9bh217388,7660.193452380951
1ft7w2bt1cea34780,39963.35286458333
knadm5a3xd6208396,9307.310267857145
nm0ls7dn1at040042,11354.062499999998
waudf78e37a198034,10634.479786706348
1gnfk16z93j159086,2976.744791666667
3gnmcfe08bg393899,22247.994791666664
5gtdn13e378173435,13625.141369047618
2c4rdgcgxer212429,16146.870828823952
2p4gp44g3xr335970,2327.441716269842
3n1cb51d36l630888,3481.9791666666674
jn1cv6ar4bm410944,17163.116319444445
5n1bv28u94n348378,2070.0111607142853
1ftfw1ef2dke53204,27615.792410714286
2t3bf4dv7cw217114,14102.682291666668
2fmdk3jcxbba43795,20628.046875
2g2ws522141308082,1031.4183407738094
1gnek13t8yj133193,1273.1519717261906
5xykt3a64fg574768,20557.34126984127
3d3ku28c64g221683,4961.542038690475
ys3fb45s531018135,2470.4501488095243
1d4gp24r47b261888,7705.762141504329
wmwrc33505tk63101,3785.2157738095234
jn1dv6ar9bm650916,17156.037946428572
2g1wf52e849190486,1617.4200148809525
1zvft80n875363877,6969.297495039683
1j4ba3h17al132560,18917.059151785714
5n1al0mm5dc305681,35588.36929563492
2c4rdgcg0er290122,17686.83005796287
ja3ah86c96u056063,15599.847470238092
1zvbp8cf0b5136988,12614.03831845238
1hgcs1b73ca003532,14781.203497023807
wdbrf52h57f877028,8794.694010416668
wdbuf65j83x097821,4243.915476190476
3n1ab7ap0el611114,12500.25026688665
5uxfg2c56cl781567,33817.49906994047
5uxzw0c51d0b91769,33878.47470238096
1n4al3ap9dn500973,13044.202732489537
3fa6p0h75dr283417,12306.303447420636
1ftyr44v73pa87896,3431.9466145833335
5j6re3h72al008557,15636.065848214283
2d4gv58285h683283,3884.6540178571427
wbaav53451fj66110,2191.219308035714
jnkcv64e28m102099,12444.8046875
1n4al3ap9dc145329,14037.067287726435
1fmru15w44la67845,6988.81076388889
wdcgg5gb7af480660,20600.930989583336
wbxpc93468wj14069,12922.619047619046
1g1yg3dw3a5100623,34302.59796626985
3gtu2vec8eg571475,37574.98697916668
1gbhsbde3a8139819,6968.211805555554
2d4gp44l07r234440,6631.620163690476
3c4pdcbg3et235694,16726.0668361244
1fmjk1j58eef43200,32787.80810335498
1hgcs1b33ca011191,11924.180307539682
wauhfafl2ca112691,24432.05636160714
waudh78e77a115814,6711.908482142858
1c4rjfbt8cc179681,20158.731398809523
1ftww33p37ea31033,19284.666418650795
2fmdk4kc0eba78922,26900.891726503978
jn1dv6ap6bm603647,16358.518415178572
5xxgm4a76eg326946,15301.442754785641
1fadp3f26dl333689,12223.866567460316
1zvht80n395135703,6004.385230654762
3fa6p0k93er320380,16372.300967261903
4s3bmbk66b3215166,11532.178819444443
5yfburhe5ep142276,12330.920758928576
3c6ur5dl1eg142876,34421.35044642858
1c3cdzab2cn143839,9411.024305555553
1b4hs38n72f173073,1831.2003968253973
1j4fy19s1vp521279,4342.370721726191
5nmsg13d98h137409,7897.927827380952
jh4cu2f41cc018872,17949.53869047619
3n1ab6apxbl731136,7828.815104166667
2hnyd2h60ch526294,29569.36011904762
2fmdk3ak1eba83453,29692.723214285717
1fmcu0gx0dub94088,17426.832555465367
1gndu23l26d198421,2136.336185515873
wddgf8ab1eg251884,29477.4181547619
jn1cv6ar9dm759763,22813.18318665788
1g1pc5sbxe7276226,12668.845035835524
jm3er2c52b0379432,13178.913690476193
1fmhk7d96cga07699,20297.927423007244
1ftfw1etxbfc60391,20940.952380952385
2g1wc5e30d1247961,12412.894345238099
19xfb2f59de290562,14580.481770833332
1c4ajwag7cl167670,20953.314732142855
5fnyf18688b001393,7545.238095238095
1c3ccbbb8cn134846,7799.358444940477
4t1bf1fk1eu398398,14804.062499999998
2fmdk4jc9aba94354,10992.90550595238
jtedp21ax50046325,6986.685410943224
2g1wc5e34d1228698,11390.78125
5npdh4ae3dh266875,10017.08965090867
1fmcu0f74eua89802,17017.911086309527
1g1pc5sb8e7112795,11731.980121594093
1gndv33l06d186786,1687.0982142857142
4t1bf1fk4eu314607,14749.86545138889
5xxgm4a7xcg069805,11843.197544642857
wddgf4hb3cr211581,20942.425142642285
1fm5k8f80egb97046,26512.60073260073
1fahp3gn6bw108047,5913.139880952383
1n4al2ap3cn432050,11487.38402941847
sajwa01a86fn68468,2432.4348958333335
1c6rr7nt7es479917,34639.254092261894
1g1aj55f967851881,21122.825520833332
2c3ccaag5eh252890,19644.389662114845
1n4az0cp8dc402183,12980.025111607145
2t1bu4ee3cc770437,11102.64598214286
3gcrkse38ag294471,18769.30679563492
4t1bf1fk4eu425657,14440.279356060606
1g6dc67a450199526,9464.917534722223
1n4al3ap1dn566059,14386.518420815291
1fm5k8d83dgc91553,21961.426798115077
2gkalmek8c6248316,16513.880208333336
wba3b5g50dns00579,24327.1875
1fmcu9gx2dud56582,12023.647433925722
1nxbr12e11z442322,791.4098011363636
jn1az0cp0bt005965,8492.114335317461
3lnhl2gc6cr817172,17895.965401785717
1n4al2ap2cn535282,10004.960686207662
1hgcp3f80ca029053,16188.34077380952
5tdkk3dc5cs270237,16573.761160714286
1ftne2ew7dda66706,20304.617784125596
2fmdk3jcxcba95753,20889.69152082528
1n4al2ap5cn439730,12679.861523945065
4t3zf13c2yu300115,1342.5390624999998
5n1ar18w55c764548,4865.892857142857
2t1bu4ee7dc114209,13615.0128517316
3gnal4ek5es592323,15570.134300595233
1fmcu0eg9bka57095,12910.558035714286
2gcek19t051189666,8404.947916666668
2t3bf4dv5cw211697,14637.23586309524
jn1az4eh7bm552903,15374.110863095239
jthbf1d24e5041426,31351.143973214286
1ftew1cm4efa19292,25675.09282358777
2a4rr8dx9ar448564,12508.128720238095
jtnjjxb07dj024301,9987.792038690477
1j4rr5gt7bc500842,19456.480654761905
1ftrx12w78fa97720,11436.599702380952
3gnfk163x7g215345,12128.456101190473
wba5a5c50fd517062,43649.24045138888
1gkfk668x71287876,3793.301711309524
1fahp2e89dg123663,11529.502418154763
1gndt13x33k153317,2380.7099454365084
1ftrw12w18kb73359,8870.535714285716
1n4al2ap1cn410810,12038.692745928498
5tdza23c34s206731,3573.177083333334
1fmfu175x7la45196,12145.005580357145
2ctalmec7b6437420,13279.017857142859
wddhf5kb9da684145,31937.80505952381
2hkrm4h38dh635946,17283.939732142855
1gchk29u34e381396,7385.2734375
1j8gs48k58c128968,8492.265625000002
1n4al3ap8dn470249,15365.555419892022
jn1bv7ar4em686790,28990.823102678572
yv1622fs4c2050119,12006.149553571433
1c6rr7tt2es365567,28123.299851190473
1c6rd6lt6cs216231,18582.64136904762
wbxpa934x4wa64215,5794.054129464286
1c4bjwegxdl655950,31758.54786706349
1fahp2dw6bg185826,10334.547991071426
1ft7w2btxbec60556,39941.08630952381
wbakf5c51be655251,18074.086681547615
1gcgg25c481136971,4403.954613095238
1n4al2ap9cc171499,13357.697564361966
1c3ccbab9cn214173,8223.52920386905
1gkds13s142134027,2285.924479166667
1j4gx58s22c318761,2334.657738095238
3fadp4bjxem211162,10560.074404761903
19xfa1f50ae058537,7964.34802827381
1gner13d79s143505,9079.856770833332
wbavd33526kv67873,8214.05505952381
1g1za5eu3bf341821,9195.141369047618
2g1fk3dj2d9226795,22322.654947916664
4t1bf1fk4du687810,15309.192708333332
1gkev237x8j116652,9109.512028769845
2c4rc1cg7er231178,26734.205729166668
4s2cm58w6w4350455,886.4481026785712
1fahp2f82dg232996,16025.014880952378
wbaxg5c57cdx05256,29469.128916105834
2gcec19t811339269,1397.9110863095239
5j6tf3h56cl000806,18281.778273809523
jtdkdtb37c1508227,11499.505208333332
4jgbf71e68a349546,19879.624627976194
1fmcu0hx7dua35695,12336.630140692645
1fmfu18596la32730,2338.7183779761904
5fnyf4h2xcb005078,16681.59970238095
1ftfw1ct3bfd08381,23425.957961309527
jnras08w56x206048,11773.012772817461
1c3cc4fb8an232598,5601.0639880952385
5fnrl5h23db052909,21488.251488095244
2c3cdxbg4dh631909,16268.25892857143
1ftfw1et6cfb90292,31483.52306547619
2b3ka43g38h248516,7650.718005952381
knafu6a26a5199283,4236.922123015874
1g1jc5sg8d4166891,8444.768787202382
kndpcca25b7034341,14240.628720238095
3n1bc13e09l419949,4051.0546874999995
19xfb2f55ce315066,11189.99720982143
ja3aj66f44u017963,2330.6832837301586
2gkflvek0d6214464,17428.274429563495
1vwbp7a34dc041707,14746.589471726189
jnkay01e08m602455,11223.843005952382
1fmhk7d8xcga41619,22640.754580139237
1c3ccbbb5dn764471,10127.962549603173
wdbrh81j73f380380,4034.4245468073595
1b3es56c34d505352,1364.6057663690476
1lnhl9ft5bg600194,16844.319568452385
2c3cdxbg2fh745071,8847.81994047619
2fmda53471bc14537,640.4929315476188
5fnrl5h69db018363,25221.23511904762
wbaxg5c55cdw85606,28111.185274818086
sajwa0es6dpu03836,31486.366257440477
kndmc233576019970,5201.223958333335
1gtw7fcaxe1912262,19814.994021456754
1c3ccbab3dn735861,10747.700892857143
1ftne2ew4eda96361,20373.999228342298
2c4rdgbg7dr723323,13066.889073658573
1n4al3ap9dn495144,15193.066966454517
wddhf5gbxaa029433,18394.851190476194
5npec4abxch387040,12693.404017857143
1hgcs1b76ba011560,12757.0703125
1yvhz8ch3a5m47090,8486.71875
1n4al2ep6cc233256,12809.087921626982
jn1cv6ar7dm753248,20957.27654399626
4t1bg22k5wu230337,961.6759672619048
1g11c5sa1du130116,11553.564546130954
wvgzg77l35d077579,3306.1737351190477
5tdzk23c87s012584,3941.5048363095234
wdbkk49fx1f217568,4702.185639880953
wdbuf87x67b148636,9632.007688492064
1g11h5sl9ef181257,13236.669146825398
wvwdb7aj7ew006104,13821.54169980239
1gnscke01er105600,40413.9769345238
km8jucac5cu528791,15101.190476190475
2t1burhe7fc272478,13220.24677579365
1g4hp52l7rh547909,779.1843377976189
1yvgf22c6y5102170,1091.787574404762
5n3aa08c85n808061,7094.864211309524
1fadp3k2xel151100,12003.458164709167
19uua66254a009921,1657.9743303571431
1gnlrfed6aj230209,13501.640625
1ftpw14v97fa81242,15139.995039682537
1n4al3ap1dc914745,13536.611652236656
1d7hg48n74s735418,4921.934523809523
wbalz5c56cdw99748,46944.93489583333
1gndt13s222223036,3188.997395833332
1fmzk05145ga26064,1487.643539186508
1n4al3ap5dc248750,11942.60536344657
1ftfw1et6dkd64919,30776.338045634922
1gnskbe09cr209395,22163.136160714283
kmhd25lh1eu160894,22023.372395833336
1fmcu0eg7ckc60035,18204.188988095237
2fmdk4jc2cba06652,21593.052349597863
jf2sjgmc7eh404930,27583.191964285717
1g1pc5sb9d7158408,10173.19763764881
1fmcu0gx7dua92741,15222.55115327381
1n4al11d76c257981,3681.7782738095234
2c3cdxbgxch248104,14215.220734126986
wddgf5eb1br171378,19298.679315476194
2t3bf4dv4cw191720,13470.613839285716
5n1aa08d48n606341,10025.286458333332
3fahp06z16r211226,2939.2187499999995
jm1bl1tg4d1771706,10626.852678571428
1n4al2ep8cc138245,14778.755580357141
1fmcu0f70dub40081,13608.536086309525
3vwck21y43m304129,2390.0269717261904
3d7ks28c05g730058,11112.764136904761
3vwdp7aj0dm434576,8955.606107026144
3c6ud5dl0cg247582,31524.473586309527
kmhfu45d61a097181,1994.1722470238096
1b3cb4ha8ad533740,4423.024553571429
1d4hb38n74f235287,4825.2734375
4t1bf1fk6du270057,12960.792597892409
1g6kd54y93u229593,736.9450644841268
1zvbp8am8c5225095,13903.560267857143
1ftfw1et8bfd17462,16165.859375000002
1fahp3h24cl301255,8968.035714285716
4t1bk3db3bu378336,9926.895461309523
1zvbp8em5e5238285,15368.033153521827
1n4al2ap8cn531110,14099.873255147511
1b3lc46j48n143089,4432.877604166666
yv4902dz1d2388875,25135.745349702385
jtdkb20u677647408,3850.612909226191
1ftfw1ef9bfc88869,22374.170386904763
2c3cdxct7dh726105,21763.16592261905
wbava37508nl58717,7961.949404761905
2g1wf5e31d1146824,8460.014035443724
1g8zv57798f135263,5800.045262896824
3fadp0l38cr400434,11163.593749999998
4t4bf3ek9ar021007,10148.28125
5uxzv4c52bl403467,28942.7734375
1g1re6e49du119468,16728.78348214286
3gnek12z55g138743,8448.39640827922
1g6dr57v280149028,12158.729538690473
1hgcp3f80aa012718,9309.233630952382
1hgcp2f64ca050867,13550.845731093008
kmhct4ae1du459540,7233.0375744047615
jn1cv6ar8dm350279,20032.60870333455
jf1gh6d68bh812360,13935.067522321426
