2023-06-01 16:14:53,245 - INFO:  init params: {'rounding': {'odometer': 1000, 'condition': 1, 'prefix_size': 10}, 'model': {'criterion': 'poisson', 'n_estimators': 128, 'max_depth': 32, 'min_samples_leaf': 2, 'max_features': 16}, 'slice': {'cat_cols': ['make', 'model', 'trim', 'body', 'transmission', 'state', 'seller', 'year', 'odometer', 'condition']}, 'model_class': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'encoder_class': <class 'category_encoders.target_encoder.TargetEncoder'>, 'encoder': {'min_samples_leaf': 2, 'smoothing': 5}, 'sellers': {'stages': 4}, 'handler': 'Validator'} 
2023-06-01 19:11:39,278 - DEBUG:  prepare: normalize finished
2023-06-01 19:12:21,117 - DEBUG:  prepare: classify_sellers finished
2023-06-01 19:12:25,478 - DEBUG:  encode: fitted 
2023-06-01 19:12:27,797 - DEBUG:  encode: test transformed 
2023-06-01 19:12:27,797 - DEBUG:  prepare: finished
2023-06-01 19:18:34,329 - DEBUG:  model: learned
2023-06-01 19:18:41,912 - DEBUG:  model: predicted
2023-06-01 19:18:41,918 - INFO:  model: MAPE= 0.14161572035102576 
2023-06-01 19:18:43,961 - INFO:  init params: {'rounding': {'odometer': 600, 'condition': 1, 'prefix_size': 12}, 'model': {'criterion': 'poisson', 'n_estimators': 128, 'max_depth': 32, 'min_samples_leaf': 2, 'max_features': 16}, 'slice': {'cat_cols': ['make', 'model', 'trim', 'body', 'transmission', 'state', 'seller', 'year', 'odometer', 'condition']}, 'model_class': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'encoder_class': <class 'category_encoders.target_encoder.TargetEncoder'>, 'encoder': {'min_samples_leaf': 2, 'smoothing': 5}, 'sellers': {'stages': 5}, 'handler': 'Validator'} 
2023-06-01 19:18:44,082 - DEBUG:  prepare: started 
2023-06-01 19:18:45,072 - DEBUG:  prepare: fillna finished 
2023-06-01 19:19:54,283 - DEBUG:  prepare: normalize finished
2023-06-01 19:20:35,701 - DEBUG:  prepare: classify_sellers finished
2023-06-01 19:20:40,123 - DEBUG:  encode: fitted 
2023-06-01 19:20:42,462 - DEBUG:  encode: test transformed 
2023-06-01 19:20:42,462 - DEBUG:  prepare: finished
2023-06-01 19:27:00,340 - DEBUG:  model: learned
2023-06-01 19:27:09,863 - DEBUG:  model: predicted
2023-06-01 19:27:09,873 - INFO:  model: MAPE= 0.1429499305886468 
2023-06-01 19:27:11,820 - INFO:  init params: {'rounding': {'odometer': 600, 'condition': 1, 'prefix_size': 15}, 'model': {'criterion': 'poisson', 'n_estimators': 128, 'max_depth': 32, 'min_samples_leaf': 2, 'max_features': 16}, 'slice': {'cat_cols': ['make', 'model', 'trim', 'body', 'transmission', 'state', 'seller', 'year', 'odometer', 'condition']}, 'model_class': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'encoder_class': <class 'category_encoders.target_encoder.TargetEncoder'>, 'encoder': {'min_samples_leaf': 2, 'smoothing': 5}, 'sellers': {'stages': 5}, 'handler': 'Validator'} 
2023-06-01 19:27:11,967 - DEBUG:  prepare: started 
2023-06-01 19:27:12,964 - DEBUG:  prepare: fillna finished 
2023-06-01 19:28:26,850 - DEBUG:  prepare: normalize finished
2023-06-01 19:29:14,519 - DEBUG:  prepare: classify_sellers finished
2023-06-01 19:29:19,379 - DEBUG:  encode: fitted 
2023-06-01 19:29:21,742 - DEBUG:  encode: test transformed 
2023-06-01 19:29:21,743 - DEBUG:  prepare: finished
2023-06-01 19:35:28,962 - DEBUG:  model: learned
2023-06-01 19:35:36,782 - DEBUG:  model: predicted
2023-06-01 19:35:36,788 - INFO:  model: MAPE= 0.14390471452893713 
2023-06-01 19:35:38,685 - INFO:  init params: {'rounding': {'odometer': 600, 'condition': 1, 'prefix_size': 10}, 'model': {'criterion': 'poisson', 'n_estimators': 128, 'max_depth': 32, 'min_samples_leaf': 2, 'max_features': 16}, 'slice': {'cat_cols': ['make', 'model', 'trim', 'body', 'transmission', 'state', 'seller', 'year', 'odometer', 'condition']}, 'model_class': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'encoder_class': <class 'category_encoders.target_encoder.TargetEncoder'>, 'encoder': {'min_samples_leaf': 2, 'smoothing': 5}, 'sellers': {'stages': 6}, 'handler': 'Validator'} 
2023-06-01 19:35:38,806 - DEBUG:  prepare: started 
2023-06-01 19:35:39,771 - DEBUG:  prepare: fillna finished 
2023-06-01 19:36:48,383 - DEBUG:  prepare: normalize finished
2023-06-01 19:37:31,177 - DEBUG:  prepare: classify_sellers finished
2023-06-01 19:37:35,306 - DEBUG:  encode: fitted 
2023-06-01 19:37:37,526 - DEBUG:  encode: test transformed 
2023-06-01 19:37:37,526 - DEBUG:  prepare: finished
2023-06-01 19:43:16,181 - DEBUG:  model: learned
2023-06-01 19:43:24,118 - DEBUG:  model: predicted
2023-06-01 19:43:24,124 - INFO:  model: MAPE= 0.14358121163224113 
2023-06-01 19:43:25,884 - INFO:  init params: {'rounding': {'odometer': 600, 'condition': 1, 'prefix_size': 12}, 'model': {'criterion': 'poisson', 'n_estimators': 128, 'max_depth': 32, 'min_samples_leaf': 2, 'max_features': 16}, 'slice': {'cat_cols': ['make', 'model', 'trim', 'body', 'transmission', 'state', 'seller', 'year', 'odometer', 'condition']}, 'model_class': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'encoder_class': <class 'category_encoders.target_encoder.TargetEncoder'>, 'encoder': {'min_samples_leaf': 2, 'smoothing': 5}, 'sellers': {'stages': 6}, 'handler': 'Validator'} 
2023-06-01 19:43:26,012 - DEBUG:  prepare: started 
2023-06-01 19:43:26,941 - DEBUG:  prepare: fillna finished 
2023-06-01 19:44:35,558 - DEBUG:  prepare: normalize finished
2023-06-01 19:45:18,284 - DEBUG:  prepare: classify_sellers finished
2023-06-01 19:45:22,391 - DEBUG:  encode: fitted 
2023-06-01 19:45:24,600 - DEBUG:  encode: test transformed 
2023-06-01 19:45:24,600 - DEBUG:  prepare: finished
2023-06-01 19:51:03,916 - DEBUG:  model: learned
2023-06-01 19:51:11,949 - DEBUG:  model: predicted
2023-06-01 19:51:11,955 - INFO:  model: MAPE= 0.14434289921913215 
2023-06-01 19:51:13,709 - INFO:  init params: {'rounding': {'odometer': 600, 'condition': 1, 'prefix_size': 15}, 'model': {'criterion': 'poisson', 'n_estimators': 128, 'max_depth': 32, 'min_samples_leaf': 2, 'max_features': 16}, 'slice': {'cat_cols': ['make', 'model', 'trim', 'body', 'transmission', 'state', 'seller', 'year', 'odometer', 'condition']}, 'model_class': <class 'sklearn.ensemble._forest.RandomForestRegressor'>, 'encoder_class': <class 'category_encoders.target_encoder.TargetEncoder'>, 'encoder': {'min_samples_leaf': 2, 'smoothing': 5}, 'sellers': {'stages': 6}, 'handler': 'Validator'} 
2023-06-01 19:51:13,828 - DEBUG:  prepare: started 
2023-06-01 19:51:14,800 - DEBUG:  prepare: fillna finished 
2023-06-01 19:52:23,855 - DEBUG:  prepare: normalize finished
2023-06-01 19:53:08,246 - DEBUG:  prepare: classify_sellers finished
2023-06-01 19:53:12,502 - DEBUG:  encode: fitted 
2023-06-01 19:53:14,874 - DEBUG:  encode: test transformed 
2023-06-01 19:53:14,874 - DEBUG:  prepare: finished
2023-06-01 19:59:27,703 - DEBUG:  model: learned
2023-06-01 19:59:36,013 - DEBUG:  model: predicted
2023-06-01 19:59:36,019 - INFO:  model: MAPE= 0.14476838935045666 
2023-06-01 21:45:14,414 - DEBUG:  handle_msg[41f47565-b64f-4fac-80ca-72ee713c5aa2]({'header': {'date': datetime.datetime(2023, 6, 1, 18, 45, 13, 969000, tzinfo=tzutc()), 'msg_id': '1142b25a034d435486816d9aef844501', 'username': 'username', 'session': 'd159703941374d668774ba5121e84ce3', 'msg_type': 'comm_msg', 'version': '5.2'}, 'msg_id': '1142b25a034d435486816d9aef844501', 'msg_type': 'comm_msg', 'parent_header': {}, 'metadata': {}, 'content': {'comm_id': '41f47565-b64f-4fac-80ca-72ee713c5aa2', 'data': {'method': 'request_states'}}, 'buffers': []})
2023-06-01 21:45:14,438 - DEBUG:  handle_close[41f47565-b64f-4fac-80ca-72ee713c5aa2]({'header': {'date': datetime.datetime(2023, 6, 1, 18, 45, 14, 436000, tzinfo=tzutc()), 'msg_id': 'c88d361c5d314f0fb5d817ee0b3776bd', 'username': 'username', 'session': 'd159703941374d668774ba5121e84ce3', 'msg_type': 'comm_close', 'version': '5.2'}, 'msg_id': 'c88d361c5d314f0fb5d817ee0b3776bd', 'msg_type': 'comm_close', 'parent_header': {}, 'metadata': {}, 'content': {'comm_id': '41f47565-b64f-4fac-80ca-72ee713c5aa2', 'data': {}}, 'buffers': []})
2023-06-01 21:46:03,708 - DEBUG:  handle_msg[4eb0713d-e2a6-4e72-a6b0-762806b6381b]({'header': {'date': datetime.datetime(2023, 6, 1, 18, 46, 3, 703000, tzinfo=tzutc()), 'msg_id': 'b48fadc2053d4eeb85b8f0bbf2ceb6f3', 'username': 'username', 'session': '9ad0df68dbdf4d4c8e6c58a7dfc25c12', 'msg_type': 'comm_msg', 'version': '5.2'}, 'msg_id': 'b48fadc2053d4eeb85b8f0bbf2ceb6f3', 'msg_type': 'comm_msg', 'parent_header': {}, 'metadata': {}, 'content': {'comm_id': '4eb0713d-e2a6-4e72-a6b0-762806b6381b', 'data': {'method': 'request_states'}}, 'buffers': []})
2023-06-01 21:46:03,718 - DEBUG:  handle_close[4eb0713d-e2a6-4e72-a6b0-762806b6381b]({'header': {'date': datetime.datetime(2023, 6, 1, 18, 46, 3, 714000, tzinfo=tzutc()), 'msg_id': 'a329153e746e46a787a2dc4d2f705820', 'username': 'username', 'session': '9ad0df68dbdf4d4c8e6c58a7dfc25c12', 'msg_type': 'comm_close', 'version': '5.2'}, 'msg_id': 'a329153e746e46a787a2dc4d2f705820', 'msg_type': 'comm_close', 'parent_header': {}, 'metadata': {}, 'content': {'comm_id': '4eb0713d-e2a6-4e72-a6b0-762806b6381b', 'data': {}}, 'buffers': []})
